,Amount,MerchantName,MCC,Location,Device,TransactionSpeed,Fraud,Weekday,Hour,Month,is_large_amount,is_slow_transaction
304,983.03,Mason-Jackson,5261,Watersstad,POS,28.69,0,3,22,4,0,0
305,300.34,"Boyd, Haynes and Jenkins",5942,Jesusshire,Web,57.05,0,6,10,11,0,0
306,579.26,Jacobs Group,5261,Barbaraton,POS,40.78,0,5,16,9,0,0
307,711.24,Ray PLC,5942,West Cameronshire,Web,43.19,0,3,13,6,0,0
308,570.81,"Stein, Lee and Edwards",5968,South Vincent,POS,8.23,0,4,1,8,0,0
309,761.16,Woodard-Hall,5942,Nicoleburgh,Web,21.37,0,3,4,3,0,0
310,858.37,Gomez-Gonzalez,5968,Lake Katherineview,Web,3.56,0,5,19,2,0,0
311,563.04,Gonzalez Inc,5942,Bradleyborough,POS,24.64,0,4,7,9,0,0
312,197.36,Swanson-Horn,5812,Williamsshire,Web,40.8,0,4,0,10,0,0
313,90.85,Munoz PLC,5411,Hopkinshaven,Android,53.35,0,2,1,7,0,0
314,393.33,Brown PLC,5968,New Michael,Android,32.9,0,5,2,6,0,0
315,882.86,"Ramos, Pitts and Brady",5942,New Teresaville,Web,59.09,0,3,9,11,0,0
316,699.5,Waters LLC,5812,South Kelly,Android,6.86,0,4,5,5,0,0
317,456.86,"Scott, Lane and Lopez",5812,Carlosborough,POS,25.61,0,6,18,4,0,0
318,167.72,Robbins-Simmons,5261,South Kevinberg,Android,24.25,0,0,2,3,0,0
319,856.65,Long Inc,5942,Fernandezborough,Web,28.51,0,0,6,1,0,0
320,858.1,Hernandez-Wagner,5942,Austinbury,Web,21.25,0,1,16,8,0,0
321,369.95,"Moran, Hernandez and Wilson",5261,Port Vincent,Web,49.26,0,3,0,7,0,0
322,11.27,"Jones, Henson and Simpson",5261,East Dillonhaven,iOS,10.22,0,0,14,10,0,0
323,185.92,Sandoval-Hunter,5261,North Stephanie,Android,4.45,0,6,8,2,0,0
324,742.63,"Reed, Lynch and Hernandez",5812,New Lisa,Web,4.19,0,0,8,10,0,0
325,150.22,Hardin LLC,5942,Port Dana,Web,5.79,0,0,20,3,0,0
326,816.83,"Lawson, Downs and Carter",5968,South Donald,iOS,52.93,0,6,15,12,0,0
327,579.74,Bridges-Olson,5812,Rodriguezshire,iOS,19.31,0,5,4,10,0,0
328,2584.83,"Salinas, Gomez and Hunter",5942,New Regina,Web,69.38,1,2,6,10,1,0
329,256.21,"Garcia, Rodriguez and Chambers",5968,Lake Amy,Web,13.34,0,3,8,7,0,0
330,384.64,Taylor Group,5812,South Erica,Android,35.81,0,3,8,4,0,0
331,695.78,Nelson Inc,5942,East Sergioview,Android,9.93,0,2,3,8,0,0
332,578.12,Fleming-Barker,5968,West Roger,POS,37.61,0,3,20,6,0,0
333,347.9,"Winters, Krueger and Perez",5261,Watsonchester,iOS,58.06,0,1,16,4,0,0
334,486.66,Sanders-Murphy,7299,East Nicholasfort,iOS,30.74,0,1,20,8,0,0
335,451.9,"Baker, Buck and Lee",5942,Lake Anne,POS,11.99,0,3,18,8,0,0
336,785.25,Miranda-Sandoval,5261,Lisabury,iOS,58.01,0,2,16,4,0,0
337,880.97,Aguilar-Young,5942,New Nicholasport,iOS,47.48,0,1,1,4,0,0
338,491.33,"Robbins, Morales and Martinez",5942,Lake Lindseyfurt,POS,16.78,0,3,5,8,0,0
339,471.74,"Winters, Rose and Day",5942,Victoriamouth,Web,0.87,0,0,23,7,0,0
340,610.44,Green Ltd,7299,West Maryfort,iOS,28.08,0,1,23,3,0,0
341,265.74,Chang-Bullock,5411,East Tiffanyside,iOS,7.15,0,3,15,1,0,0
342,444.66,Wells and Sons,5942,East Lawrenceburgh,POS,19.59,0,4,0,5,0,0
343,165.12,"Smith, Mcfarland and Hawkins",7299,Shelleytown,POS,14.59,0,5,6,3,0,0
344,943.47,Cook-Kelley,5411,Lake Julian,POS,20.14,0,5,20,8,0,0
345,657.48,"Williams, Cohen and Blair",7299,Cynthiamouth,POS,17.0,0,6,11,2,0,0
346,456.69,Odom LLC,5812,Sweeneychester,Web,20.42,0,6,11,11,0,0
347,2346.5,"Morris, Dunn and Payne",5411,East Lori,POS,98.15,1,1,9,8,1,1
348,831.56,Leonard-Fitzgerald,5812,Grantshire,POS,24.73,0,3,6,3,0,0
349,742.5,Davis-Munoz,7299,Maldonadoborough,iOS,4.3,0,6,0,11,0,0
350,717.74,"Romero, Mason and Clark",5942,South Kimberlyshire,POS,44.64,0,4,10,9,0,0
351,673.15,Mejia Group,5812,Christinachester,Web,57.06,0,1,4,1,0,0
352,471.68,"Durham, Crawford and Stone",5942,Adamchester,iOS,20.62,0,0,0,2,0,0
353,473.71,Matthews-Hayes,5411,Lake Glennbury,Web,38.61,0,5,10,8,0,0
354,74.54,Wells PLC,5411,Jennifermouth,Web,54.64,0,1,11,7,0,0
355,314.46,Lewis-White,5411,Zacharyhaven,POS,15.08,0,4,6,12,0,0
356,485.95,Mitchell-Colon,5942,New Dylan,Web,23.25,0,3,7,10,0,0
357,372.32,Moore-Smith,5411,East Eric,POS,47.91,0,3,22,6,0,0
358,123.21,"Brooks, Byrd and Ramos",5968,Christinaport,Android,13.91,0,0,7,6,0,0
359,879.34,Reed-Rasmussen,5968,Sanchezshire,Web,20.47,0,1,18,11,0,0
360,502.4,Martin-Yates,5942,Bryceberg,Web,32.56,0,0,23,8,0,0
361,28.33,Williams and Sons,5812,East Adrian,Android,21.46,0,5,22,2,0,0
362,415.09,"Hess, Robinson and Ray",5411,Taylormouth,POS,22.79,0,0,12,1,0,0
363,251.04,"Davis, Cooke and Roberts",7299,Haroldfort,Web,4.88,0,0,1,10,0,0
364,395.66,"Freeman, Green and Riggs",5968,West Carlos,iOS,19.61,0,5,10,5,0,0
365,978.25,Hall-Adams,5812,Staffordland,Android,25.55,0,0,12,9,0,0
366,69.17,Jones-Martin,5942,Flynnfurt,Web,33.12,0,5,23,3,0,0
367,528.18,Newton-Merritt,5261,East Michaelborough,POS,26.79,0,1,17,12,0,0
368,131.94,Mendoza-Durham,5261,North Briantown,Web,4.84,0,1,16,12,0,0
369,363.87,"Gonzalez, Johnson and Black",7299,Lake Anitamouth,Android,2.26,0,2,5,2,0,0
370,77.22,Ramos and Sons,5942,Jonathanfurt,POS,50.42,0,4,2,2,0,0
371,463.61,Aguilar-Baker,7299,Devonside,iOS,41.97,0,5,18,10,0,0
372,405.14,Hill PLC,5968,South Amandafurt,iOS,46.21,0,0,22,7,0,0
373,175.39,"Atkins, Garcia and Murphy",5942,East Joshua,POS,7.02,0,4,3,7,0,0
374,959.08,Riggs-Perez,5968,East Joshuaborough,iOS,32.45,0,6,0,2,0,0
375,286.31,Hudson-Lopez,5942,Barnesport,Web,10.63,0,6,17,3,0,0
376,500.46,Morgan PLC,7299,Jenniferland,iOS,32.41,0,4,9,3,0,0
377,971.67,Gibbs Inc,7299,Robinburgh,Web,13.83,0,1,0,12,0,0
378,367.16,"Garcia, Everett and Holmes",5812,North Nancy,POS,4.44,0,2,20,8,0,0
379,2063.32,"Dawson, Bryant and Williams",5942,Kathyview,Web,90.58,1,1,16,10,1,0
380,18.73,"Ruiz, Lee and Martin",7299,Richardfurt,Android,52.48,0,1,23,6,0,0
381,4516.91,"Cortez, Ware and Matthews",5942,South Corey,iOS,105.05,1,1,9,9,1,1
382,322.26,Singh-Francis,7299,Edwardsfort,Web,49.27,0,2,7,12,0,0
383,530.1,Jones and Sons,7299,Brownmouth,POS,39.17,0,3,12,1,0,0
384,922.23,Gutierrez-Mckinney,5968,Fergusonmouth,Android,48.24,0,4,22,6,0,0
385,482.27,"Herring, Allen and Ross",5261,Fordton,Android,49.08,0,3,6,10,0,0
386,722.25,Mullins Inc,5812,Lake Dawn,Web,22.88,0,3,2,3,0,0
387,627.21,"Spence, Lynch and Mercado",7299,Smithborough,Web,38.12,0,1,12,8,0,0
388,747.0,"Nelson, Evans and Roach",5411,Port Jillfort,POS,55.8,0,5,18,8,0,0
389,298.72,Stevens-Atkinson,5411,Kennethberg,Web,24.94,0,5,22,8,0,0
390,12.64,"Floyd, Le and Bell",5261,Lake Adrian,Android,46.3,0,3,8,12,0,0
391,140.37,Evans PLC,5261,Brownside,POS,8.35,0,0,19,8,0,0
392,340.91,Garza LLC,5411,Port Emilyburgh,Android,27.03,0,3,17,8,0,0
393,368.32,Brown-Mccann,5812,Estradashire,Android,13.99,0,2,19,5,0,0
394,714.28,"Jones, Davis and Stanton",5261,West Paulport,iOS,52.57,0,0,13,8,0,0
395,509.94,Cordova-Gates,5942,West Shannonfort,POS,0.88,0,2,19,7,0,0
396,136.95,Brewer PLC,5968,Kathleenland,Web,24.48,0,6,23,9,0,0
397,797.39,Miller LLC,5411,East Catherine,iOS,13.29,0,4,20,6,0,0
398,432.61,Evans-Hernandez,5968,Lake Josephview,Android,43.36,0,0,18,10,0,0
399,616.26,Rowe PLC,5812,West Nathaniel,iOS,35.34,0,0,7,3,0,0
400,279.18,Deleon LLC,5411,Kaylaton,iOS,15.05,0,2,9,5,0,0
401,421.01,Cummings-Contreras,5411,North Nicholasland,Web,39.13,0,3,11,11,0,0
402,545.78,Donaldson PLC,5261,North Henry,Web,35.66,0,3,19,4,0,0
403,822.29,"Oneal, Jackson and Armstrong",7299,Allenshire,Web,22.01,0,6,5,4,0,0
404,567.39,"Gonzalez, Tyler and Bauer",5942,Bryanview,Web,24.38,0,0,9,3,0,0
405,998.55,Harris Group,5812,West Cynthialand,Web,15.43,0,1,20,11,0,0
406,843.64,"Jones, Gonzalez and Arnold",5261,Lake John,POS,20.96,0,0,16,10,0,0
407,647.25,Dixon-Wilson,5942,East Katelynbury,POS,37.71,0,5,6,1,0,0
408,837.97,Campbell-Charles,5942,Michaelburgh,Web,51.46,0,3,5,6,0,0
409,610.41,Sellers LLC,7299,Benitezland,Android,48.18,0,2,9,4,0,0
410,2490.13,Leon-Cooper,5942,West Eric,iOS,65.12,1,0,18,8,1,0
411,371.39,Smith Inc,5812,Donnaburgh,Android,27.49,0,4,11,10,0,0
412,587.18,Boyd LLC,5411,Port Edward,iOS,59.69,0,0,9,3,0,0
413,842.84,"Mitchell, Powers and Mendoza",5968,Adamland,POS,26.61,0,4,19,9,0,0
414,775.39,Jackson-Thompson,5411,South Nicholasfurt,Web,1.63,0,2,22,4,0,0
415,3496.22,"Stephenson, Green and Arnold",5411,Stephaniemouth,POS,78.03,1,0,6,3,1,0
416,205.53,Green PLC,5942,North Josephborough,iOS,9.99,0,0,7,6,0,0
417,400.61,Maxwell Group,5261,North Bryanmouth,Android,8.03,0,2,12,7,0,0
418,144.38,"Ford, Fletcher and Pierce",5411,North Dean,iOS,52.5,0,2,6,10,0,0
419,308.02,Baxter-Miles,5942,Katieville,Android,19.02,0,0,23,8,0,0
420,821.83,Pace-Morrison,5942,Lake Eric,iOS,8.87,0,5,19,4,0,0
421,451.28,"Wade, Harris and Bauer",5411,Lake Benjamin,Web,18.58,0,6,15,4,0,0
422,787.86,Scott LLC,5942,East Jonathanmouth,iOS,4.98,0,3,16,6,0,0
423,976.35,"Mitchell, Lee and Cole",5261,Pamelaburgh,Android,7.39,0,4,18,3,0,0
424,436.01,Gregory Group,5411,New Laura,Web,21.65,0,2,18,12,0,0
425,468.82,Brown-Carter,5411,East Jennifer,Android,47.01,0,0,14,1,0,0
426,663.61,"Kennedy, Baker and Atkinson",5812,Lynchstad,POS,4.47,0,2,15,5,0,0
427,734.95,"Stafford, Santiago and Beltran",5968,Scottview,Web,28.22,0,5,6,6,0,0
428,262.99,"Cruz, Hunter and Thomas",5261,East Markview,Android,48.81,0,6,17,8,0,0
429,755.76,Bush Group,5968,Spencerland,Web,54.97,0,1,12,1,0,0
430,569.9,"Schroeder, Lozano and Logan",5968,Davisbury,Android,6.21,0,2,7,8,0,0
431,400.97,Martinez Inc,7299,Codybury,Android,14.89,0,6,7,10,0,0
432,562.07,"Decker, Rowe and Nguyen",7299,South Kevin,Web,42.61,0,2,12,7,0,0
433,587.19,"Owens, Carter and Hale",5942,Christinechester,iOS,44.7,0,1,2,9,0,0
434,982.32,Hodges-Brown,5968,Pamelaton,POS,40.94,0,2,10,10,0,0
435,842.13,Nelson Group,7299,South Gregoryland,iOS,3.32,0,4,2,4,0,0
436,491.17,Anderson-Richardson,5812,West Tiffany,iOS,51.59,0,1,19,5,0,0
437,14.65,"Brown, Dean and Lee",5942,North Brookeport,Web,4.98,0,0,11,1,0,0
438,36.6,Garcia-Barron,5812,West Paulmouth,iOS,44.24,0,5,14,1,0,0
439,626.42,Holmes-Estrada,7299,Lake Jenniferbury,iOS,11.88,0,6,8,2,0,0
440,858.97,Rodriguez and Sons,5411,Lake Markmouth,Android,3.49,0,2,9,11,0,0
441,541.18,"Gonzalez, Brown and Romero",5942,Port Krista,iOS,52.3,0,6,10,12,0,0
442,142.28,Nguyen Inc,5411,West Miguel,Android,58.36,0,2,2,1,0,0
443,88.25,Jenkins-Contreras,5812,Ashleychester,Web,13.43,0,3,16,2,0,0
444,477.77,Leonard-Garza,5812,Stoneville,Android,14.39,0,6,8,7,0,0
445,687.7,Schneider-Ford,5812,North Sherry,iOS,1.32,0,0,22,4,0,0
446,983.61,Owen Inc,5812,Sandrahaven,POS,20.2,0,2,22,8,0,0
447,623.79,"Brown, Orozco and Bates",5942,Franceshaven,Web,36.78,0,4,13,9,0,0
448,781.74,Mcdonald-Trevino,5411,Joneschester,Android,55.01,0,3,23,4,0,0
449,828.99,"Phillips, Smith and Martin",7299,Stewartberg,Android,30.7,0,2,2,12,0,0
450,105.92,"Lawson, Wells and Knight",5261,Davisburgh,Android,4.44,0,6,11,3,0,0
451,548.62,Merritt-Ramirez,5261,Williamstown,Web,15.36,0,4,15,8,0,0
452,510.18,Crawford LLC,5942,Dylanshire,Android,51.65,0,4,1,3,0,0
453,565.14,Moore Inc,5942,South Sarah,Android,51.53,0,0,20,11,0,0
454,32.0,"Friedman, Schwartz and Nelson",5261,Welchfurt,iOS,30.77,0,2,4,7,0,0
455,819.29,Peters LLC,5411,Wolfeberg,Web,52.46,0,0,23,5,0,0
456,541.14,"Martin, Church and Morgan",5261,Brianamouth,Web,14.59,0,2,7,3,0,0
457,490.35,"Perry, Romero and Kirk",5812,Lake Anthony,iOS,30.59,0,0,16,3,0,0
458,521.88,Carlson-Reyes,5942,East Geoffreyberg,Android,15.74,0,4,9,2,0,0
459,958.35,Harrison PLC,5411,East Harold,iOS,1.9,0,4,14,3,0,0
460,913.93,"Dickson, Sullivan and Harrington",5411,Deborahburgh,POS,22.56,0,1,12,2,0,0
461,816.22,"Singleton, Jimenez and Nelson",5968,East Josephville,Android,40.6,0,3,20,4,0,0
462,997.44,Rubio Group,7299,Farrellshire,Android,0.87,0,6,16,2,0,0
463,799.65,Williams-Cole,5261,East Alexandria,iOS,9.57,0,1,11,11,0,0
464,857.05,Young Ltd,5411,Garciaport,Web,55.06,0,1,23,4,0,0
465,378.26,Barajas-Jones,5942,Houstonton,POS,13.42,0,3,12,11,0,0
466,194.78,Anderson-Jones,5261,Thomasland,Android,46.83,0,5,19,5,0,0
467,606.0,George Inc,5968,Port Michaelberg,Web,4.89,0,1,0,4,0,0
468,162.23,Benson-Kaufman,7299,East Jenniferport,Android,12.96,0,6,7,2,0,0
469,489.87,"Watts, Bowen and Tran",5411,South Jennyside,Web,17.17,0,5,16,3,0,0
470,279.68,Whitaker-Guerra,5261,South Rhonda,Android,43.85,0,0,17,8,0,0
471,423.76,Johnson and Sons,5812,North Michael,Android,12.47,0,0,7,3,0,0
472,4339.98,"Jordan, Munoz and Arnold",5968,Leslieview,Web,114.47,1,4,6,5,1,1
473,993.82,"Peters, Watson and Cervantes",5968,New Manuel,POS,47.04,0,2,9,8,0,0
474,932.16,Harrison PLC,5261,Danielleside,POS,26.25,0,3,14,3,0,0
475,348.88,"Sanchez, Cox and Cook",5411,Garciaport,Web,18.42,0,2,4,12,0,0
476,2609.7,Strong PLC,5968,Steelefort,iOS,84.87,1,0,22,1,1,0
477,943.46,"Park, Reynolds and Pena",5411,Angelabury,Android,56.32,0,5,21,4,0,0
478,333.54,Davis-Garcia,5812,Lewisstad,iOS,49.59,0,1,21,10,0,0
479,294.16,"Hutchinson, Luna and Meyer",5261,Burnettville,POS,53.63,0,1,7,12,0,0
480,634.07,Schmidt Group,5942,Port Jameston,Android,54.77,0,2,5,1,0,0
481,866.31,Torres Group,5968,Port Jenniferborough,POS,38.69,0,5,19,8,0,0
482,99.59,Boone Inc,7299,West Taraburgh,Web,22.15,0,5,22,8,0,0
483,1567.36,"Glover, Johnson and Allen",5942,Lake Erinshire,POS,99.77,1,0,6,11,1,1
484,878.82,Brown PLC,5942,Youngside,Web,3.9,0,5,13,7,0,0
485,186.35,"Nelson, Wilson and Cherry",5942,Dillonshire,Android,54.35,0,6,14,12,0,0
486,761.35,"Stark, Hunt and Price",5968,Rachelbury,Android,19.02,0,0,0,7,0,0
487,209.52,"Martin, Vance and Norman",5812,Smithfort,iOS,37.88,0,2,5,2,0,0
488,360.49,"Hale, Gomez and Williams",7299,Amyview,POS,30.92,0,6,11,8,0,0
489,736.89,"Diaz, Clark and Morrison",5968,South Mariahburgh,Web,58.79,0,4,14,1,0,0
490,813.11,"Holt, Nguyen and Franklin",5812,West Tinastad,POS,17.12,0,4,14,5,0,0
491,653.71,Davis-Castaneda,5942,Mcleanstad,POS,15.73,0,6,14,10,0,0
492,666.55,Cooper-Green,7299,Port Megan,iOS,29.84,0,2,11,7,0,0
493,65.97,Lewis PLC,5411,Port Jesseview,Web,45.06,0,0,14,5,0,0
494,208.07,Johnson-Gregory,5411,Hoview,iOS,6.6,0,1,12,8,0,0
495,823.27,White-Duarte,5968,Crystalstad,Android,31.9,0,2,22,10,0,0
496,806.38,Douglas-Padilla,5261,North Briannaborough,Android,55.37,0,2,15,2,0,0
497,479.5,"Richardson, Tucker and Miller",5812,North Alexander,Android,53.72,0,4,6,6,0,0
498,388.76,Clayton Ltd,5261,North Jack,iOS,28.99,0,3,11,1,0,0
499,604.25,Nolan-Roman,5411,South Melinda,Web,15.26,0,1,13,12,0,0
500,40.4,"Green, Wells and Montgomery",5411,West Pamelaberg,iOS,18.05,0,2,0,12,0,0
501,757.35,Jackson Ltd,5411,Amandaville,Android,3.54,0,0,22,8,0,0
502,996.5,"Brown, Richards and Marshall",5411,New Triciahaven,Android,47.06,0,1,3,12,0,0
503,253.42,Soto Group,5942,Port Michael,Web,35.59,0,1,18,8,0,0
504,955.96,Nunez-Glover,5261,West David,Web,58.67,0,4,4,12,0,0
505,528.25,Stewart-Snyder,5942,South Courtneyfurt,POS,20.84,0,1,9,10,0,0
506,959.79,Klein LLC,5411,South Marvin,POS,19.98,0,6,2,2,0,0
507,44.88,"Hanson, Luna and Hobbs",7299,East Theresaborough,Web,38.9,0,0,9,1,0,0
508,3205.88,Jordan and Sons,7299,Jennifermouth,Web,106.4,1,3,9,1,1,1
509,879.34,Gallegos-Arnold,5968,Lake Eileenburgh,POS,4.48,0,0,6,9,0,0
510,920.27,Wilson Inc,5411,Mcbridehaven,Android,51.26,0,1,5,5,0,0
511,898.24,Choi Inc,5812,Romeroton,POS,50.69,0,0,10,2,0,0
512,590.32,Baker Ltd,5812,New Sarahfurt,iOS,21.37,0,4,15,8,0,0
513,581.92,"Lutz, Lowery and Weber",7299,Odonnellbury,POS,55.87,0,6,0,9,0,0
514,579.92,"Wright, Phelps and Phelps",5968,New Tony,iOS,21.98,0,1,11,10,0,0
515,575.91,Salinas-Gardner,5261,East Brandon,Android,14.89,0,3,20,3,0,0
516,962.98,"Anderson, George and Davis",5411,Kathytown,POS,20.09,0,5,1,4,0,0
517,73.4,Pierce-White,5261,Williamsborough,Android,1.68,0,5,13,12,0,0
518,329.45,Sullivan Inc,5812,North Nicole,Android,14.34,0,1,11,4,0,0
519,224.47,"Sanders, Greer and White",5812,Mccormickbury,iOS,19.44,0,2,14,6,0,0
520,740.49,Michael LLC,5812,South Robertfort,Android,24.27,0,4,6,4,0,0
521,760.82,"Ford, Richards and Shannon",5942,West Patrickville,Android,46.15,0,3,17,1,0,0
522,73.32,Howard-Russell,5411,South Debra,Android,18.7,0,0,23,12,0,0
523,410.17,Diaz-Johnson,5968,Thomasbury,Web,6.47,0,5,23,6,0,0
524,849.6,Walsh Ltd,5942,Jonathanport,Android,24.89,0,4,13,10,0,0
525,665.2,Hicks PLC,7299,Lambertmouth,Web,55.66,0,1,3,5,0,0
526,573.92,"Harris, Gomez and Nguyen",5942,South Anita,POS,3.33,0,5,10,8,0,0
527,878.21,Diaz-Farley,5261,Dillonmouth,iOS,11.85,0,3,22,5,0,0
528,548.59,"Lawson, Frank and Finley",5812,Port Charles,Web,6.46,0,4,10,11,0,0
529,734.26,"Schultz, King and Simon",5812,Davidfort,iOS,25.39,0,2,22,4,0,0
530,888.62,"King, Hughes and Barber",5968,East Gary,Android,30.4,0,4,7,11,0,0
531,774.2,Levy-Friedman,5411,East Tracistad,Android,26.29,0,5,2,3,0,0
532,955.28,Collins Inc,5942,Staffordmouth,Android,58.67,0,1,4,7,0,0
533,603.77,Marquez-Leon,7299,Penahaven,Android,22.29,0,4,20,10,0,0
534,889.34,"Pruitt, Arnold and Bates",5968,North Rickyberg,Web,30.23,0,6,0,11,0,0
535,898.93,Baker and Sons,5942,Cantrellland,iOS,35.1,0,4,7,11,0,0
536,350.36,Torres PLC,5968,Adrianfort,Android,38.14,0,4,14,2,0,0
537,506.06,"Lee, Austin and Mejia",5261,Ericaview,iOS,52.34,0,6,19,6,0,0
538,624.85,Olson and Sons,5968,North Barbara,POS,38.49,0,1,19,8,0,0
539,859.02,Scott Ltd,5411,Joneschester,iOS,3.73,0,1,13,11,0,0
540,379.15,"Martinez, Ortega and Galvan",5812,Tiffanymouth,POS,58.9,0,5,6,1,0,0
541,475.3,Brown-Ross,5942,Heatherton,Web,16.46,0,5,23,3,0,0
542,592.06,Alvarez Group,5812,East Juliaburgh,iOS,43.9,0,2,3,4,0,0
543,746.88,Guerrero-Herrera,7299,Lake Nicoleport,POS,35.5,0,3,23,1,0,0
544,619.74,Reed LLC,5261,Port Natashaton,Android,40.65,0,4,14,4,0,0
545,254.28,Morton Ltd,5942,Brettshire,Web,55.28,0,2,19,1,0,0
546,268.67,Manning-Kelly,5968,East Johnville,Android,18.69,0,4,10,4,0,0
547,311.49,"Sparks, Perez and Huff",5812,Davidsonland,iOS,50.74,0,0,18,8,0,0
548,920.93,"Ross, Martin and Stanley",5261,Randallside,iOS,19.4,0,4,0,12,0,0
549,281.53,Jones Ltd,5261,New Gail,Android,16.09,0,2,1,1,0,0
550,812.12,Ross-Hayes,5261,Michaeltown,POS,25.06,0,6,13,1,0,0
551,944.52,"Moore, Clark and Parker",5812,Christophermouth,Android,55.32,0,0,3,11,0,0
552,371.88,Ellison-Burke,5942,Thomasview,Android,19.64,0,6,10,3,0,0
553,667.13,Hamilton and Sons,5968,Rachelshire,Web,27.01,0,5,13,5,0,0
554,271.9,Henderson LLC,7299,Kyleside,iOS,51.27,0,3,2,1,0,0
555,436.1,"Sellers, Ruiz and Gould",5411,Lake Phillipberg,Android,49.52,0,5,16,2,0,0
556,442.49,Sherman LLC,5812,Melissabury,Android,16.18,0,6,20,7,0,0
557,893.44,Conley-Morales,7299,Kyleton,POS,18.83,0,6,4,5,0,0
558,264.24,"Park, Ross and Gaines",5968,Meganmouth,Web,49.27,0,6,22,3,0,0
559,70.52,"Mccormick, Barnes and James",5968,Nelsonview,Web,41.54,0,2,12,7,0,0
560,773.75,"Shaw, Smith and Webb",5261,Diazhaven,iOS,54.4,0,5,18,3,0,0
561,430.53,Shaw-Guzman,5261,Lisastad,POS,6.82,0,2,7,9,0,0
562,982.06,"Marshall, Gomez and Smith",5968,South Johnhaven,Android,49.69,0,6,1,12,0,0
563,300.89,"Thomas, Valdez and Hood",7299,Stanleyville,iOS,52.32,0,6,12,9,0,0
564,612.84,Li-Lowery,5411,Kevinton,Android,19.74,0,3,22,7,0,0
565,29.89,Marshall-Bennett,5812,Lewiston,iOS,42.83,0,6,22,9,0,0
566,813.25,Ayers Group,7299,Lake Kennethborough,POS,7.45,0,4,13,3,0,0
567,380.14,Morales Group,5942,Carterport,iOS,42.36,0,6,11,5,0,0
568,892.22,"Salazar, Osborne and Meyers",5968,Larryport,Web,51.12,0,3,4,5,0,0
569,487.42,Holmes-Avila,5261,West Michaelfurt,iOS,43.02,0,6,9,9,0,0
570,81.84,Deleon-Ward,5942,Allisonville,POS,29.54,0,5,2,6,0,0
571,841.53,Salazar-Oneal,5942,Kirkfort,POS,58.07,0,1,4,9,0,0
572,331.95,Jones-Cannon,5942,Maldonadotown,Web,10.61,0,2,15,2,0,0
573,679.52,Maldonado LLC,5411,New Connie,iOS,55.58,0,1,5,3,0,0
574,661.01,"Rodriguez, Cole and Bowman",5942,Ibarraberg,Web,8.65,0,0,6,10,0,0
575,886.64,"Hall, Miller and Smith",7299,Stoneberg,iOS,8.03,0,3,2,8,0,0
576,920.86,"Wilson, Mcgrath and Spencer",7299,Lisaport,Android,52.2,0,2,9,7,0,0
577,813.34,Williams PLC,7299,Katherineborough,iOS,40.6,0,1,15,7,0,0
578,585.82,Thornton-Lambert,5812,Nathanview,Web,55.65,0,4,3,12,0,0
579,115.65,"Cook, Davis and Gamble",7299,Port Mary,Android,8.64,0,4,5,5,0,0
580,859.17,Lara-Thomas,5812,East Veronicabury,iOS,20.06,0,0,1,5,0,0
581,312.52,Patterson Group,5411,West Kristinechester,Web,44.6,0,5,8,6,0,0
582,805.83,"Phillips, Parrish and Wood",5942,Millertown,Web,39.68,0,5,22,12,0,0
583,468.78,Haley Ltd,5261,Everettstad,iOS,47.49,0,3,18,6,0,0
584,424.29,"Crawford, Stevens and Nelson",5942,Davismouth,iOS,16.41,0,0,0,11,0,0
585,587.22,Nichols LLC,5812,North Elizabethside,Web,23.21,0,3,5,6,0,0
586,113.35,"Chang, Stewart and Hernandez",5261,New Natalieburgh,POS,43.5,0,3,16,12,0,0
587,413.29,"Bernard, Miller and Hayes",5261,Nancyview,Android,24.79,0,5,17,7,0,0
588,971.61,Jackson-Williams,7299,Christinahaven,Web,6.23,0,1,23,10,0,0
589,861.78,Pennington Ltd,7299,Trevorchester,POS,1.25,0,1,11,6,0,0
590,243.85,Moore-Johnson,5261,South Laurenstad,iOS,43.31,0,4,4,10,0,0
591,893.42,Wade-Valdez,5411,West Zachary,POS,4.48,0,6,22,3,0,0
592,212.75,"Daugherty, Johnson and Jones",5968,South Annburgh,Web,11.43,0,1,13,12,0,0
593,197.73,Atkins-Hernandez,5411,Lake Connie,Android,2.97,0,3,4,4,0,0
594,816.62,Olson-Graham,7299,Tanyahaven,Android,35.08,0,5,13,4,0,0
595,659.9,Torres PLC,5968,Obrienfurt,Web,25.28,0,5,10,1,0,0
596,663.62,"Frazier, Durham and Erickson",7299,South Jessicatown,Android,15.5,0,0,5,9,0,0
597,396.8,Gilbert Group,5968,Lake Stephanie,POS,0.27,0,1,3,8,0,0
598,100.55,"Ochoa, Farrell and Vasquez",7299,Cainchester,Android,45.77,0,2,6,4,0,0
599,875.19,Wright PLC,7299,West Daniel,POS,11.85,0,2,21,5,0,0
600,947.89,Duncan-Crawford,5968,Martinezborough,iOS,54.82,0,2,21,1,0,0
601,971.35,Parker-Holland,5812,Delacruzton,Android,43.53,0,5,8,2,0,0
602,27.49,Johnston Group,5942,Danielsport,iOS,45.81,0,1,14,11,0,0
603,360.92,"Mills, Carter and Alvarado",5942,Masonfort,Web,20.61,0,1,5,4,0,0
604,83.01,Bauer Ltd,5942,Stephanieborough,iOS,47.64,0,0,16,3,0,0
605,111.93,Morris-Friedman,5942,West Amy,Android,38.75,0,5,1,10,0,0
